roinum	x	y	z	v1	v2	v3	v4
2	137	73	25	3.961677	1.10697	1879	1357
2	138	73	25	3.668629	0.9670566	1918	1407
2	139	73	25	3.341722	0.8636533	1839	1367
2	140	73	25	3.023741	0.8676271	1868	1307
2	141	73	25	2.806111	0.9505816	1900	1101
2	142	73	25	2.741468	1.013584	1844	1087
2	143	73	25	2.820578	1.019379	1805	1094
2	144	73	25	2.960945	1.008285	1923	1235
2	145	73	25	3.020355	1.013832	1954	1546
2	146	73	25	2.899997	1.015902	1911	1597
2	147	73	25	2.635885	0.9937146	1794	1651
2	148	73	25	2.361615	0.9663115	1815	1684
2	149	73	25	2.198161	0.942965	1827	1653
2	150	73	25	2.170457	0.9169693	1897	1597
2	151	73	25	2.282197	0.904551	1876	1634
2	152	73	25	2.528147	0.9275663	1872	1570
2	153	73	25	2.82735	0.9639106	1805	1475
2	154	73	25	3.045289	0.985684	1851	1398
2	155	73	25	3.13702	1.014495	1736	1457
2	137	74	25	3.829928	1.180403	1854	1394
2	138	74	25	3.554427	1.029231	1840	1410
2	139	74	25	3.218285	0.8827775	1884	1439
2	140	74	25	2.892609	0.8466816	1866	1481
2	141	74	25	2.68606	0.9062896	1879	1297
2	142	74	25	2.647582	0.9663942	1927	1255
2	143	74	25	2.745162	0.9842767	1972	1250
2	144	74	25	2.865212	1.002325	1959	1486
2	145	74	25	2.886144	1.047031	1891	1587
2	146	74	25	2.74547	1.07344	1867	1636
2	147	74	25	2.473354	1.044878	1807	1637
2	148	74	25	2.208935	0.9909825	1804	1613
2	149	74	25	2.070722	0.9494225	1790	1640
2	150	74	25	2.059025	0.9251654	1810	1654
2	151	74	25	2.164608	0.9233441	1931	1621
2	152	74	25	2.387164	0.9536448	1890	1587
2	153	74	25	2.648198	0.9956187	1858	1494
2	154	74	25	2.82458	1.026251	1760	1491
2	155	74	25	2.871369	1.057214	1782	1688
2	136	75	25	3.835161	1.276687	1918	1397
2	137	75	25	3.622148	1.237942	1885	1456
2	138	75	25	3.390973	1.092399	1860	1495
2	139	75	25	3.097619	0.9272351	1851	1494
2	140	75	25	2.820578	0.8549604	1881	1532
2	141	75	25	2.661126	0.8875793	1868	1577
2	142	75	25	2.640194	0.9432962	1905	1531
2	143	75	25	2.683905	0.9741764	1936	1511
2	144	75	25	2.694063	1.017806	1938	1583
2	145	75	25	2.639579	1.097118	1958	1633
2	146	75	25	2.517681	1.152835	1874	1680
2	147	75	25	2.335142	1.132469	1859	1653
2	148	75	25	2.140598	1.070212	1794	1658
2	149	75	25	2.003925	1.025506	1850	1631
2	150	75	25	1.962369	1.010024	1837	1593
2	151	75	25	2.040864	1.011762	1952	1558
2	152	75	25	2.232329	1.026582	1937	1579
2	153	75	25	2.459194	1.045126	1905	1590
2	154	75	25	2.611567	1.056303	1814	1827
2	155	75	25	2.635885	1.062843	1760	1793
2	136	76	25	3.57813	1.261205	1892	1418
2	137	76	25	3.409135	1.218072	1931	1474
2	138	76	25	3.221055	1.089832	1920	1572
2	139	76	25	2.978183	0.94727	1818	1628
2	140	76	25	2.751934	0.8782241	1832	1542
2	141	76	25	2.618954	0.9016533	1865	1572
2	142	76	25	2.567856	0.9562112	1945	1554
2	143	76	25	2.517989	0.9971089	1897	1596
2	144	76	25	2.433953	1.049349	1884	1620
2	145	76	25	2.368695	1.132386	1864	1589
2	146	76	25	2.355458	1.194974	1794	1623
2	147	76	25	2.339144	1.185205	1810	1607
2	148	76	25	2.238486	1.129654	1830	1598
2	149	76	25	2.076879	1.091819	1861	1648
2	150	76	25	1.966063	1.08354	1841	1634
2	151	76	25	1.983609	1.078739	1931	1549
2	152	76	25	2.117204	1.066983	1977	1588
2	153	76	25	2.287737	1.054316	1902	1665
2	154	76	25	2.403479	1.043636	1795	1760
2	155	76	25	2.419793	1.027161	1719	1816
2	135	77	25	3.725269	1.194064	1812	1189
2	136	77	25	3.42822	1.202011	1872	1298
2	137	77	25	3.295856	1.140085	1962	1396
2	138	77	25	3.145023	1.030804	1864	1600
2	139	77	25	2.919697	0.9317885	1846	1602
2	140	77	25	2.69314	0.9008255	1870	1545
2	141	77	25	2.538305	0.944124	1827	1619
2	142	77	25	2.437955	1.00663	1875	1646
2	143	77	25	2.316981	1.04612	1876	1616
2	144	77	25	2.180923	1.081388	1965	1597
2	145	77	25	2.140598	1.137022	1849	1611
2	146	77	25	2.265266	1.18297	1902	1595
2	147	77	25	2.419793	1.179989	1890	1570
2	148	77	25	2.405326	1.140334	1872	1600
2	149	77	25	2.230482	1.105645	1852	1613
2	150	77	25	2.072569	1.085527	1943	1574
2	151	77	25	2.037477	1.061188	1934	1566
2	152	77	25	2.100273	1.028486	1983	1561
2	153	77	25	2.193851	1.001993	1977	1653
2	154	77	25	2.236639	0.9891612	1874	1748
2	135	78	25	3.758514	1.142735	1908	1133
2	136	78	25	3.455308	1.132965	1880	1293
2	137	78	25	3.314633	1.07195	1839	1405
2	138	78	25	3.172727	0.9893268	1913	1570
2	139	78	25	2.944938	0.9278975	1893	1606
2	140	78	25	2.68883	0.9315401	1839	1587
2	141	78	25	2.484128	0.996695	1867	1602
2	142	78	25	2.337297	1.065244	1871	1613
2	143	78	25	2.181846	1.091902	1855	1663
2	144	78	25	2.021779	1.094137	1877	1600
2	145	78	25	1.994075	1.110612	1874	1640
2	146	78	25	2.186156	1.138512	1894	1642
2	147	78	25	2.430567	1.14439	1916	1587
2	148	78	25	2.474894	1.116573	1866	1593
2	149	78	25	2.332987	1.07195	1845	1592
2	150	78	25	2.200316	1.024181	1898	1620
2	151	78	25	2.175382	0.9776536	1920	1519
2	152	78	25	2.208935	0.9401502	1989	1509
2	153	78	25	2.223403	0.9216883	1930	1634
2	154	78	25	2.173843	0.9235097	1788	1797
2	135	79	25	3.890569	1.068225	1857	1219
2	136	79	25	3.591366	1.078904	1880	1335
2	137	79	25	3.394667	1.057628	1919	1390
2	138	79	25	3.221055	1.006547	1977	1537
2	139	79	25	2.997576	0.963745	1908	1593
2	140	79	25	2.727924	0.9764117	1852	1611
2	141	79	25	2.477664	1.041815	1891	1642
2	142	79	25	2.285583	1.099602	1857	1613
2	143	79	25	2.131979	1.103493	1910	1580
2	144	79	25	2.007619	1.075841	1850	1624
2	145	79	25	1.996229	1.068638	1917	1648
2	146	79	25	2.171381	1.092316	1914	1625
2	147	79	25	2.403786	1.109453	1912	1594
2	148	79	25	2.470584	1.08619	1846	1621
2	149	79	25	2.367771	1.024015	1900	1547
2	150	79	25	2.28743	0.9507471	1952	1588
2	151	79	25	2.315134	0.8946163	1959	1561
2	152	79	25	2.363462	0.8673788	2036	1563
2	153	79	25	2.352996	0.8643156	1935	1628
2	154	79	25	2.263419	0.8800455	1857	1815
2	134	80	25	4.262419	0.946111	1848	1217
2	135	80	25	3.963831	0.9814618	1907	1305
2	136	80	25	3.660318	1.036516	1913	1356
2	137	80	25	3.407288	1.068473	1964	1454
2	138	80	25	3.198277	1.048769	1891	1565
2	139	80	25	2.983724	1.009776	1871	1563
2	140	80	25	2.726692	1.009362	1884	1546
2	141	80	25	2.457348	1.053654	1919	1611
2	142	80	25	2.24772	1.085362	1900	1606
2	143	80	25	2.126746	1.063009	1940	1629
2	144	80	25	2.087345	1.01822	1885	1632
2	145	80	25	2.144292	1.011017	1845	1619
2	146	80	25	2.306207	1.050177	1900	1651
2	147	80	25	2.473662	1.086521	1899	1620
2	148	80	25	2.50937	1.070046	1880	1578
2	149	80	25	2.43303	1.000669	1941	1570
2	150	80	25	2.380392	0.921771	1956	1566
2	151	80	25	2.410251	0.8742503	1922	1461
2	152	80	25	2.460426	0.8607557	2012	1549
2	153	80	25	2.481666	0.8634877	1962	1743
2	154	80	25	2.433953	0.8821152	1895	1806
2	134	81	25	4.166378	0.8730912	1865	1306
2	135	81	25	3.916119	0.8962721	1906	1420
2	136	81	25	3.589827	0.9788126	1864	1361
2	137	81	25	3.294009	1.058621	1922	1412
2	138	81	25	3.07484	1.069549	2004	1533
2	139	81	25	2.887991	1.027492	1885	1701
2	140	81	25	2.661434	1.003732	1906	1632
2	141	81	25	2.406249	1.020207	1894	1523
2	142	81	25	2.223403	1.025092	1886	1548
2	143	81	25	2.170149	0.9819586	1926	1540
2	144	81	25	2.225249	0.9313745	1892	1596
2	145	81	25	2.364385	0.9356796	1878	1623
2	146	81	25	2.541999	0.9957015	1912	1622
2	147	81	25	2.672823	1.051832	1935	1569
2	148	81	25	2.683289	1.050425	1901	1585
2	149	81	25	2.611259	0.9988475	1922	1534
2	150	81	25	2.54323	0.9442896	2030	1517
2	151	81	25	2.51491	0.9191218	1944	1547
2	152	81	25	2.530302	0.9139889	1983	1616
2	153	81	25	2.569395	0.9130782	1932	1653
2	125	82	25	2.942784	0.9553006	1895	1091
2	126	82	25	3.218285	0.9245031	1918	996
2	134	82	25	3.987534	0.8439496	1899	1384
2	135	82	25	3.785294	0.8210998	1854	1455
2	136	82	25	3.43099	0.9028124	1896	1406
2	137	82	25	3.084382	1.023601	1906	1489
2	138	82	25	2.85567	1.069715	1809	1561
2	139	82	25	2.713456	1.024843	1885	1557
2	140	82	25	2.555851	0.9735969	1900	1584
2	141	82	25	2.360999	0.9648213	1953	1536
2	142	82	25	2.225557	0.9539759	1958	1584
2	143	82	25	2.221863	0.9006599	1897	1611
2	144	82	25	2.341914	0.8485029	1920	1591
2	145	82	25	2.543538	0.8605073	1877	1616
2	146	82	25	2.755935	0.928063	1918	1563
2	147	82	25	2.899381	0.9880849	1943	1541
2	148	82	25	2.942784	1.004808	1922	1508
2	149	82	25	2.925853	0.9957015	1982	1545
2	150	82	25	2.875063	0.9918932	2007	1492
2	151	82	25	2.783024	0.996281	2051	1481
2	152	82	25	2.701143	0.9912309	1972	1542
2	153	82	25	2.670053	0.9798061	2018	1636
2	123	83	25	3.025896	0.9721895	1981	1100
2	124	83	25	2.915388	0.8752437	1947	1182
2	125	83	25	3.026511	0.8417143	1930	1238
2	126	83	25	3.318635	0.858272	1863	1177
2	127	83	25	3.599369	0.8816185	1983	870
2	134	83	25	3.706184	0.8465988	1878	1407
2	135	83	25	3.57105	0.7701847	1921	1475
2	136	83	25	3.236139	0.8382371	1907	1513
2	137	83	25	2.862134	0.9884989	1982	1511
2	138	83	25	2.613106	1.071205	1857	1563
2	139	83	25	2.507215	1.032377	1878	1535
2	140	83	25	2.452422	0.9586121	1986	1583
2	141	83	25	2.376698	0.928063	1939	1606
2	142	83	25	2.305591	0.9103462	1935	1564
2	143	83	25	2.306207	0.8597622	1949	1542
2	144	83	25	2.423795	0.8129865	1933	1501
2	145	83	25	2.653123	0.8276401	1856	1610
2	146	83	25	2.921236	0.8836882	1949	1584
2	147	83	25	3.127785	0.9235924	1981	1542
2	148	83	25	3.249067	0.9490914	2036	1479
2	149	83	25	3.336181	0.9933834	2099	1421
2	150	83	25	3.378045	1.055723	2042	1420
2	151	83	25	3.297395	1.090329	2060	1523
2	152	83	25	3.103467	1.073275	1977	1597
2	153	83	25	2.89107	1.038089	1955	1629
2	120	84	25	3.347878	0.9106774	1901	950
2	121	84	25	3.42545	1.017889	1875	960
2	122	84	25	3.338644	1.027244	1985	1024
2	123	84	25	3.139174	0.9165553	1964	1102
2	124	84	25	2.999423	0.7949386	1932	1164
2	125	84	25	3.071761	0.7615746	1891	1221
2	126	84	25	3.330948	0.8018928	2021	1279
2	127	84	25	3.591982	0.8576097	1908	897
2	128	84	25	3.707723	0.9218538	1456	771
2	129	84	25	3.673247	1.01317	1495	617
2	134	84	25	3.372504	0.8547121	1963	1480
2	135	84	25	3.295241	0.7470866	1942	1465
2	136	84	25	2.997268	0.8025551	2056	1443
2	137	84	25	2.642965	0.9605163	1961	1456
2	138	84	25	2.424411	1.065989	1908	1522
2	139	84	25	2.384086	1.048107	1856	1573
2	140	84	25	2.441649	0.9764945	1913	1532
2	141	84	25	2.496133	0.9344378	1942	1522
2	142	84	25	2.493671	0.9124987	1938	1498
2	143	84	25	2.477048	0.8762372	1972	1478
2	144	84	25	2.550002	0.8533047	1941	1527
2	145	84	25	2.780253	0.8776446	1990	1570
2	146	84	25	3.095772	0.9134922	1970	1539
2	147	84	25	3.378968	0.9202809	1905	1481
2	148	84	25	3.597214	0.9415576	2029	1466
2	149	84	25	3.795452	1.030142	2082	1389
2	150	84	25	3.954597	1.153	2153	1424
2	151	84	25	3.937359	1.21385	2090	1525
2	152	84	25	3.669553	1.176098	1945	1606
2	153	84	25	3.259533	1.097697	1994	1656
2	118	85	25	2.975413	0.8826947	1927	976
2	119	85	25	3.181038	0.8797971	1991	942
2	120	85	25	3.333719	0.9464421	2000	955
2	121	85	25	3.386664	1.016895	1911	984
2	122	85	25	3.322329	1.003732	1886	1060
2	123	85	25	3.167186	0.8946991	1886	1138
2	124	85	25	3.036054	0.7784635	1974	1282
2	125	85	25	3.072377	0.7386421	2038	1279
2	126	85	25	3.291547	0.7707642	1918	1341
2	127	85	25	3.53288	0.8287164	1775	1170
2	128	85	25	3.642157	0.9009911	1964	976
2	129	85	25	3.613837	0.9988475	1108	581
2	130	85	25	3.465466	1.108791	1628	1007
2	133	85	25	2.974182	1.040159	1939	1351
2	134	85	25	3.057909	0.8591827	2020	1447
2	135	85	25	3.016661	0.7493219	1981	1366
2	136	85	25	2.755935	0.7906335	1974	1379
2	137	85	25	2.454269	0.9256622	1975	1437
2	138	85	25	2.313594	1.028238	1973	1469
2	139	85	25	2.373928	1.040242	1909	1501
2	140	85	25	2.547848	1.004643	1982	1545
2	141	85	25	2.703298	0.9766601	1977	1542
2	142	85	25	2.747932	0.9575359	1943	1512
2	143	85	25	2.711609	0.9406469	1990	1489
2	144	85	25	2.731002	0.9514922	2002	1586
2	145	85	25	2.928932	0.9942113	2066	1509
2	146	85	25	3.268152	1.018137	2024	1502
2	147	85	25	3.636616	1.00456	2190	1445
2	148	85	25	3.97676	1.026996	2314	1371
2	149	85	25	4.287661	1.146626	2186	1312
2	150	85	25	4.52807	1.301192	2190	1331
2	151	85	25	4.528686	1.366596	2104	1463
2	152	85	25	4.200855	1.30202	2015	1633
2	153	85	25	3.642157	1.174525	1934	1677
2	118	86	25	2.999115	0.9192874	1953	964
2	119	86	25	3.111163	0.9394879	1942	958
2	120	86	25	3.174882	0.9942941	1953	918
2	121	86	25	3.189657	1.029314	1833	983
2	122	86	25	3.160414	1.000089	1859	1006
2	123	86	25	3.092386	0.9073658	1954	1052
2	124	86	25	3.043134	0.8037969	1986	1163
2	125	86	25	3.108392	0.7493219	2067	1350
2	126	86	25	3.301397	0.7589254	2022	1392
2	127	86	25	3.491016	0.8090127	1828	1233
2	128	86	25	3.565509	0.8768995	1742	1033
2	129	86	25	3.554735	0.955135	1649	648
2	130	86	25	3.451614	1.041732	1469	1118
2	131	86	25	3.178884	1.111358	2019	1036
2	133	86	25	2.752549	1.019048	1975	1393
2	134	86	25	2.831968	0.8741675	1986	1356
2	135	86	25	2.808573	0.7855006	1986	1396
2	136	86	25	2.562623	0.8067774	2019	1408
2	137	86	25	2.308977	0.8918015	1980	1364
2	138	86	25	2.256955	0.9654836	2027	1410
2	139	86	25	2.408404	1.002821	2004	1399
2	140	86	25	2.65066	1.019959	2016	1436
2	141	86	25	2.866136	1.025257	1959	1444
2	142	86	25	2.956328	1.017061	2045	1497
2	143	86	25	2.911386	1.017227	2004	1440
2	144	86	25	2.872293	1.05473	2028	1458
2	145	86	25	3.011736	1.112599	2030	1386
2	146	86	25	3.350341	1.137519	2149	1369
2	147	86	25	3.78868	1.128081	2421	1357
2	148	86	25	4.245181	1.170966	2376	1309
2	149	86	25	4.673362	1.315515	2323	1252
2	150	86	25	4.95502	1.472648	2367	1376
2	151	86	25	4.915618	1.520748	2152	1492
2	152	86	25	4.510524	1.428025	2069	1560
2	118	87	25	2.989881	0.8860063	1958	961
2	119	87	25	3.008042	0.9373354	1966	955
2	120	87	25	2.998192	1.010852	1911	911
2	121	87	25	2.971103	1.047941	1880	1001
2	122	87	25	2.940937	1.019379	1895	1009
2	123	87	25	2.935396	0.929636	1959	1074
2	124	87	25	2.998192	0.8194441	2009	1195
2	125	87	25	3.143792	0.7494875	2121	1380
2	126	87	25	3.309708	0.7566901	1978	1411
2	127	87	25	3.400516	0.8193613	1965	1370
2	128	87	25	3.402978	0.8820324	2151	1320
2	129	87	25	3.379276	0.9204465	1926	974
2	130	87	25	3.301705	0.9597712	1858	1092
2	131	87	25	3.067452	1.015571	2019	1280
2	132	87	25	2.761168	1.043967	1858	1368
2	133	87	25	2.623264	1.000338	2016	1437
2	134	87	25	2.675286	0.9150652	2049	1381
2	135	87	25	2.650968	0.8605901	2029	1370
2	136	87	25	2.420717	0.8627426	2069	1285
2	137	87	25	2.198161	0.890808	2055	1306
2	138	87	25	2.192004	0.9235097	2028	1394
2	139	87	25	2.360076	0.9705337	2022	1316
2	140	87	25	2.595252	1.025919	2044	1380
2	141	87	25	2.846435	1.057628	2037	1405
2	142	87	25	3.014506	1.058455	2080	1397
2	143	87	25	3.008042	1.067976	2036	1364
2	144	87	25	2.931702	1.114669	2089	1400
2	145	87	25	3.009581	1.169724	2091	1368
2	146	87	25	3.324176	1.187109	2531	1360
2	147	87	25	3.790835	1.187441	2532	1356
2	148	87	25	4.319982	1.25334	2699	1305
2	149	87	25	4.804495	1.4065	2615	1348
2	150	87	25	5.058756	1.561563	2611	1422
2	151	87	25	4.91254	1.604282	2363	1455
2	118	88	25	2.912925	0.8142284	2015	998
2	119	88	25	2.893224	0.8829431	1954	949
2	120	88	25	2.847667	0.9885817	1947	946
2	121	88	25	2.780253	1.059449	1891	937
2	122	88	25	2.722998	1.04968	1918	983
2	123	88	25	2.737466	0.9562112	1897	1127
2	124	88	25	2.863673	0.825736	2079	1275
2	125	88	25	3.055755	0.7412913	2104	1368
2	126	88	25	3.195814	0.7596705	2044	1409
2	127	88	25	3.209974	0.8470128	1973	1333
2	128	88	25	3.146562	0.9092699	2435	1396
2	129	88	25	3.094848	0.906124	2030	1239
2	130	88	25	3.03236	0.8932917	1981	1362
2	131	88	25	2.850745	0.9303811	1993	1321
2	132	88	25	2.606642	0.9848562	1988	1389
2	133	88	25	2.494902	0.9939629	1962	1375
2	134	88	25	2.530609	0.9624204	2019	1381
2	135	88	25	2.498904	0.9390739	2043	1343
2	136	88	25	2.30436	0.9337754	2128	1302
2	137	88	25	2.127977	0.9275663	2048	1313
2	138	88	25	2.12336	0.9332787	2049	1354
2	139	88	25	2.239717	0.978233	1998	1334
2	140	88	25	2.413021	1.042146	2047	1378
2	141	88	25	2.658971	1.074682	2000	1384
2	142	88	25	2.899381	1.069632	2060	1364
2	143	88	25	2.999731	1.07402	2135	1366
2	144	88	25	2.964639	1.108957	2059	1348
2	145	88	25	2.994498	1.137602	2089	1339
2	146	88	25	3.224442	1.125597	2513	1359
2	147	88	25	3.627381	1.114835	2508	1292
2	148	88	25	4.128209	1.183467	2537	1325
2	149	88	25	4.594252	1.342007	2809	1371
2	150	88	25	4.802956	1.502949	2779	1390
2	151	88	25	4.573628	1.565786	2160	1501
2	119	89	25	2.765478	0.8599278	1925	916
2	120	89	25	2.715303	0.9702026	1998	942
2	121	89	25	2.620186	1.06632	2001	1002
2	122	89	25	2.529686	1.083209	1917	1083
2	123	89	25	2.530917	1.00042	1979	1022
2	124	89	25	2.654354	0.8626598	2039	1307
2	125	89	25	2.835969	0.7690256	2169	1462
2	126	89	25	2.960945	0.7915442	1931	1490
2	127	89	25	2.969872	0.8866686	1996	1377
2	128	89	25	2.92062	0.932782	2278	1395
2	129	89	25	2.892609	0.8825291	2082	1346
2	130	89	25	2.843665	0.8285508	2005	1355
2	131	89	25	2.678672	0.855126	1921	1362
2	132	89	25	2.451807	0.9298016	1995	1364
2	133	89	25	2.350533	0.9763289	2002	1424
2	134	89	25	2.384394	0.9819586	2026	1403
2	135	89	25	2.364077	0.9787298	2025	1380
2	136	89	25	2.215707	0.9751699	2102	1376
2	137	89	25	2.086113	0.9665598	2065	1383
2	138	89	25	2.081496	0.9749215	2063	1408
2	139	89	25	2.15445	1.020124	2011	1350
2	140	89	25	2.273577	1.074599	2064	1361
2	141	89	25	2.477664	1.089667	2021	1316
2	142	89	25	2.725461	1.063837	2089	1344
2	143	89	25	2.891685	1.044381	2135	1364
2	144	89	25	2.92216	1.05117	2121	1288
2	145	89	25	2.925238	1.042312	2326	1322
2	146	89	25	3.041595	0.9878365	2379	1356
2	147	89	25	3.314326	0.9444552	2793	1342
2	148	89	25	3.694179	1.002821	2645	1389
2	149	89	25	4.061411	1.165253	2977	1415
2	150	89	25	4.225481	1.342007	2566	1439
2	119	90	25	2.650044	0.8992525	1904	925
2	120	90	25	2.594944	0.9760805	1936	942
2	121	90	25	2.495517	1.060856	1987	978
2	122	90	25	2.398861	1.096124	2033	1124
2	123	90	25	2.39055	1.045044	1975	1108
2	124	90	25	2.487206	0.9329476	1999	1316
2	125	90	25	2.625419	0.8450258	2155	1403
2	126	90	25	2.732541	0.8536358	2007	1446
2	127	90	25	2.787641	0.923758	2097	1453
2	128	90	25	2.84859	0.9362591	1976	1416
2	129	90	25	2.92924	0.8562851	2143	1405
2	130	90	25	2.917234	0.7821063	1995	1408
2	131	90	25	2.71007	0.7977534	1943	1422
2	132	90	25	2.417639	0.8744986	2050	1421
2	133	90	25	2.267421	0.9406469	2061	1399
2	134	90	25	2.281889	0.9722723	1992	1350
2	135	90	25	2.269884	0.982952	1965	1481
2	136	90	25	2.160299	0.9856012	1980	1446
2	137	90	25	2.077802	0.9920588	2107	1443
2	138	90	25	2.099658	1.018717	2015	1407
2	139	90	25	2.1643	1.064747	2106	1363
2	140	90	25	2.242487	1.101671	2105	1312
2	141	90	25	2.38778	1.098029	2138	1317
2	142	90	25	2.594636	1.058787	2104	1366
2	143	90	25	2.750702	1.019296	2095	1288
2	144	90	25	2.77502	0.9944597	2161	1299
2	145	90	25	2.724538	0.9511611	2275	1321
2	146	90	25	2.730386	0.8665509	2333	1381
2	147	90	25	2.868598	0.8000715	2870	1439
2	148	90	25	3.132402	0.8452742	2985	1400
2	149	90	25	3.431298	0.9987647	2804	1448
2	150	90	25	3.595368	1.176347	2023	1609
2	119	91	25	2.623572	0.9501677	1920	1063
2	120	91	25	2.556774	0.9803028	1913	907
2	121	91	25	2.468737	1.027906	1916	1077
2	122	91	25	2.409327	1.064416	1978	1112
2	123	91	25	2.425334	1.048024	2022	1146
2	124	91	25	2.4909	0.9752527	2082	1213
2	125	91	25	2.549694	0.9032264	2146	1538
2	126	91	25	2.600177	0.8925466	2080	1433
2	127	91	25	2.703298	0.9242547	2023	1392
2	128	91	25	2.900612	0.9186251	2031	1334
2	129	91	25	3.098234	0.8494136	2098	1354
2	130	91	25	3.11147	0.78103	2063	1401
2	131	91	25	2.857517	0.7784635	2050	1468
2	132	91	25	2.493979	0.8346772	2126	1505
2	133	91	25	2.275117	0.907697	2001	1431
2	134	91	25	2.252953	0.9660631	2034	1419
2	135	91	25	2.235408	0.9960327	1997	1438
2	136	91	25	2.135981	1.005719	2081	1392
2	137	91	25	2.07811	1.0188	2038	1406
2	138	91	25	2.133826	1.046782	2038	1409
2	139	91	25	2.221863	1.075427	2029	1333
2	140	91	25	2.288045	1.087845	2063	1376
2	141	91	25	2.389627	1.080146	2084	1353
2	142	91	25	2.53338	1.057462	2101	1277
2	143	91	25	2.613414	1.024678	2156	1276
2	144	91	25	2.559237	0.9825381	2136	1348
2	145	91	25	2.439186	0.916307	2243	1318
2	146	91	25	2.36654	0.8223417	2202	1388
2	147	91	25	2.413637	0.757104	2278	1422
2	148	91	25	2.60264	0.7926205	2208	1518
2	149	91	25	2.873524	0.9195358	1954	1591
2	119	92	25	2.741468	0.9748387	1731	1127
2	120	92	25	2.670053	0.9714444	1946	887
2	121	92	25	2.592482	0.9769912	1893	1047
2	122	92	25	2.585094	0.9952875	1979	1137
2	123	92	25	2.64789	0.9950392	2044	1153
2	124	92	25	2.686983	0.9543899	2015	1064
2	125	92	25	2.634038	0.8996664	2069	1401
2	126	92	25	2.575552	0.8779758	2072	1393
2	127	92	25	2.670361	0.8910564	2068	1348
2	128	92	25	2.94186	0.8901457	2043	1395
2	129	92	25	3.20628	0.8516489	2058	1411
2	130	92	25	3.225057	0.8026379	2090	1365
2	131	92	25	2.964947	0.7845899	1996	1400
2	132	92	25	2.610643	0.8181194	2117	1413
2	133	92	25	2.379776	0.8964377	2032	1414
2	134	92	25	2.306207	0.9832832	2093	1432
2	135	92	25	2.254185	1.033536	1969	1410
2	136	92	25	2.153219	1.040159	2009	1459
2	137	92	25	2.102736	1.035026	2069	1364
2	138	92	25	2.178153	1.036765	2066	1396
2	139	92	25	2.295433	1.032956	2033	1334
2	140	92	25	2.362538	1.022359	2052	1340
2	141	92	25	2.42872	1.025423	2120	1291
2	142	92	25	2.513371	1.04107	2121	1276
2	143	92	25	2.501674	1.038255	2135	1315
2	144	92	25	2.346839	0.9949564	2059	1261
2	145	92	25	2.171072	0.9149824	2159	1328
2	146	92	25	2.067029	0.8246598	2200	1555
2	147	92	25	2.057794	0.7741585	2097	1585
2	148	92	25	2.185232	0.8080192	2041	1537
2	120	93	25	2.834738	0.9691263	2050	1018
2	121	93	25	2.77656	0.9450347	1939	956
2	122	93	25	2.827043	0.9320369	1886	1039
2	123	93	25	2.938474	0.9229301	1977	1150
2	124	93	25	2.948632	0.9006599	2045	1057
2	125	93	25	2.788257	0.8695313	1960	1202
2	126	93	25	2.620186	0.8604245	2049	1289
2	127	93	25	2.655893	0.8717666	2080	1394
2	128	93	25	2.921236	0.8745814	2148	1395
2	129	93	25	3.196429	0.8527251	2039	1386
2	130	93	25	3.222594	0.8162153	2081	1361
2	131	93	25	2.989573	0.7946902	2015	1404
2	132	93	25	2.693755	0.8194441	2109	1407
2	133	93	25	2.510293	0.9005771	2038	1414
2	134	93	25	2.427181	1.000255	2091	1427
2	135	93	25	2.331756	1.053902	2059	1400
2	136	93	25	2.21109	1.041732	2050	1395
2	137	93	25	2.169841	1.004725	2041	1306
2	138	93	25	2.250799	0.9781502	2042	1336
2	139	93	25	2.356382	0.9570391	2090	1355
2	140	93	25	2.404402	0.9431306	2107	1322
2	141	93	25	2.432106	0.95944	2131	1321
2	142	93	25	2.454577	1.000172	2060	1272
2	143	93	25	2.384701	1.018634	2095	1221
2	144	93	25	2.210166	0.9804683	2058	1389
2	145	93	25	2.042403	0.8974311	2076	1538
2	146	93	25	1.950364	0.8158841	2075	1572
2	147	93	25	1.910347	0.7895573	2060	1683
2	148	93	25	1.955905	0.8403896	2001	1697
2	120	94	25	2.898765	0.975501	1680	1088
2	121	94	25	2.870753	0.9392395	1971	1014
2	122	94	25	2.971103	0.8949475	1954	932
2	123	94	25	3.093925	0.8616664	1896	1028
2	124	94	25	3.059756	0.8505726	1939	1081
2	125	94	25	2.835969	0.8646467	2003	1231
2	126	94	25	2.624803	0.8928778	2026	1322
2	127	94	25	2.628497	0.9106774	2145	1292
2	128	94	25	2.859056	0.8979279	2091	1349
2	129	94	25	3.099158	0.8622459	2053	1355
2	130	94	25	3.118551	0.825736	1982	1330
2	131	94	25	2.92924	0.8100889	2036	1307
2	132	94	25	2.722075	0.8342633	2123	1323
2	133	94	25	2.613721	0.9038059	1998	1343
2	134	94	25	2.538921	0.9846078	2009	1364
2	135	94	25	2.399169	1.01822	2117	1341
2	136	94	25	2.249259	0.9885817	2156	1265
2	137	94	25	2.217862	0.9396535	2094	1269
2	138	94	25	2.298203	0.9116708	2047	1269
2	139	94	25	2.366848	0.9005771	2104	1347
2	140	94	25	2.367156	0.900246	2129	1325
2	141	94	25	2.353611	0.9224334	2126	1265
2	142	94	25	2.346531	0.9595228	2177	1320
2	143	94	25	2.28312	0.9716927	2124	1254
2	144	94	25	2.161838	0.9334443	2086	1463
