roinum	x	y	z	v1	v2	v3	v4
1	127	91	23	2.797799	0.85554	1971	1202
1	128	91	23	3.19212	0.8018928	1977	1018
1	129	91	23	3.645235	0.7519711	1842	1056
1	130	91	23	3.852092	0.788895	1906	1020
1	131	91	23	3.614453	0.8949475	1867	1257
1	132	91	23	3.072685	0.9683812	1902	1476
1	133	91	23	2.588788	0.9607646	1958	1406
1	134	91	23	2.375467	0.929222	1909	1479
1	135	91	23	2.325907	0.9518234	1949	1493
1	136	91	23	2.291431	1.017227	1981	1425
1	137	91	23	2.286814	1.046203	1961	1395
1	138	91	23	2.309285	1.004229	2012	1406
1	139	91	23	2.255416	0.9571219	1985	1379
1	140	91	23	2.129517	0.9872571	1969	1436
1	141	91	23	2.071954	1.079898	2057	1376
1	142	91	23	2.158452	1.151179	2045	1314
1	143	91	23	2.298203	1.173201	2120	1339
1	144	91	23	2.372696	1.195885	2091	1332
1	145	91	23	2.35946	1.212608	2170	1257
1	146	91	23	2.340067	1.147371	2207	1306
1	124	92	23	2.810112	0.7911302	1881	1004
1	125	92	23	2.734388	0.810834	2035	1124
1	126	92	23	2.652199	0.8475922	1932	1213
1	127	92	23	2.740237	0.8358362	2063	1172
1	128	92	23	3.041595	0.7609123	1981	1151
1	129	92	23	3.398977	0.7008904	1775	1059
1	130	92	23	3.534727	0.7349166	1937	1085
1	131	92	23	3.298627	0.8375748	2013	1319
1	132	92	23	2.837816	0.9048821	1938	1398
1	133	92	23	2.452115	0.8970172	1880	1440
1	134	92	23	2.292663	0.8713527	1971	1444
1	135	92	23	2.26188	0.8994181	1917	1439
1	136	92	23	2.229251	0.9713616	1970	1452
1	137	92	23	2.204625	1.01466	1999	1413
1	138	92	23	2.212321	0.9929695	1984	1455
1	139	92	23	2.174459	0.9544727	2016	1408
1	140	92	23	2.056563	0.9734313	2005	1436
1	141	92	23	1.973451	1.056717	2069	1385
1	142	92	23	2.038093	1.143397	2043	1278
1	143	92	23	2.18985	1.186861	2059	1285
1	144	92	23	2.280658	1.199859	2049	1243
1	145	92	23	2.265266	1.166412	2200	1325
1	125	93	23	2.752242	0.8557056	1928	1067
1	126	93	23	2.696834	0.8863375	1963	1212
1	127	93	23	2.783947	0.8619975	2271	1226
1	128	93	23	3.031744	0.7829342	1935	1162
1	129	93	23	3.290008	0.7289558	2186	1065
1	130	93	23	3.340491	0.7603328	2116	1181
1	131	93	23	3.092078	0.8381543	1905	1292
1	132	93	23	2.699912	0.8764856	1966	1348
1	133	93	23	2.409943	0.8583548	1972	1405
1	134	93	23	2.30713	0.839065	1968	1451
1	135	93	23	2.294202	0.8718494	1939	1465
1	136	93	23	2.261265	0.9405642	2009	1452
1	137	93	23	2.220016	0.9843594	1965	1333
1	138	93	23	2.220016	0.972769	1984	1440
1	139	93	23	2.21663	0.9322852	1976	1422
1	140	93	23	2.147678	0.9205292	2028	1358
1	141	93	23	2.079034	0.9648213	2102	1311
1	142	93	23	2.11628	1.044795	2047	1282
1	143	93	23	2.235408	1.118477	2036	1233
1	144	93	23	2.305591	1.148116	2054	1315
1	125	94	23	2.740852	0.9075314	1907	1046
1	126	94	23	2.714072	0.934355	1952	1224
1	127	94	23	2.835354	0.9117536	2301	1275
1	128	94	23	3.073916	0.8468472	1948	1234
1	129	94	23	3.26569	0.8121586	2595	1152
1	130	94	23	3.235831	0.846516	2109	1039
1	131	94	23	2.964024	0.8965204	2035	1262
1	132	94	23	2.624187	0.8965204	1997	1282
1	133	94	23	2.41456	0.8593483	2005	1398
1	134	94	23	2.381315	0.847675	1987	1456
1	135	94	23	2.412098	0.8889867	1980	1438
1	136	94	23	2.393013	0.9509127	2005	1390
1	137	94	23	2.344992	0.9875054	2018	1379
1	138	94	23	2.339144	0.9814618	1970	1379
1	139	94	23	2.342222	0.9421371	2051	1378
1	140	94	23	2.286814	0.9009911	2024	1357
1	141	94	23	2.219401	0.8914704	2049	1350
1	142	94	23	2.237254	0.9378321	2063	1301
1	143	94	23	2.33545	1.025423	2087	1234
1	126	95	23	2.660818	0.9373354	1903	1119
1	127	95	23	2.825196	0.9376665	2161	1194
1	128	95	23	3.084382	0.9115052	1969	1199
1	129	95	23	3.231521	0.902978	2746	1143
1	130	95	23	3.119782	0.9274835	2360	1042
1	131	95	23	2.799338	0.9382461	2091	1294
1	132	95	23	2.483205	0.8961065	2004	1236
1	133	95	23	2.367771	0.8425421	2090	1342
1	134	95	23	2.457655	0.840638	2017	1357
1	135	95	23	2.579553	0.8946163	1992	1395
1	136	95	23	2.59125	0.9605163	2027	1329
1	137	95	23	2.528147	1.006961	2075	1328
1	138	95	23	2.485052	1.029811	1989	1404
1	139	95	23	2.448421	1.021614	2056	1379
1	140	95	23	2.36377	0.9746732	2056	1360
1	141	95	23	2.254185	0.9182112	2011	1312
1	142	95	23	2.212629	0.9149824	2078	1324
1	126	96	23	2.572473	0.8729256	1936	1011
1	127	96	23	2.775944	0.9033092	2022	1234
1	128	96	23	3.030205	0.9291393	2163	1170
1	129	96	23	3.123783	0.9453659	1994	1204
1	130	96	23	2.951095	0.9464421	2663	1055
1	131	96	23	2.611259	0.908856	1840	1284
1	132	96	23	2.329601	0.8318624	2005	1282
1	133	96	23	2.308054	0.7733306	2004	1333
1	134	96	23	2.520451	0.7827686	2060	1393
1	135	96	23	2.734696	0.8457709	2063	1408
1	136	96	23	2.7624	0.9233441	1993	1367
1	137	96	23	2.646351	1.004312	2003	1320
1	138	96	23	2.536766	1.084865	2058	1377
1	139	96	23	2.456732	1.126591	2099	1361
1	140	96	23	2.332064	1.091571	2050	1365
1	141	96	23	2.15168	1.007457	2052	1246
1	127	97	23	2.725769	0.8182022	1963	1021
1	128	97	23	2.954789	0.8757405	2202	1081
1	129	97	23	3.002501	0.9111741	1939	1169
1	130	97	23	2.815653	0.8971828	2642	1066
1	131	97	23	2.518912	0.8312829	1977	1102
1	132	97	23	2.313902	0.7441062	2008	1265
1	133	97	23	2.355766	0.6945984	2008	1270
1	134	97	23	2.599562	0.7136399	2061	1285
1	135	97	23	2.80765	0.7786291	2011	1337
1	136	97	23	2.803956	0.8673788	2026	1297
1	137	97	23	2.637116	0.9844422	2050	1237
1	138	97	23	2.480434	1.111192	2049	1297
1	139	97	23	2.383162	1.179824	2041	1281
1	140	97	23	2.248336	1.14083	2053	1241
1	127	98	23	2.699912	0.7432783	1944	866
1	128	98	23	2.845512	0.7840932	2009	930
1	129	98	23	2.857825	0.8277229	1889	1032
1	130	98	23	2.727	0.8267295	2341	1047
1	131	98	23	2.555543	0.7740757	2044	1205
1	132	98	23	2.46412	0.7032913	2042	1267
1	133	98	23	2.529378	0.6686856	2056	1330
1	134	98	23	2.707915	0.6945156	2060	1265
1	135	98	23	2.827658	0.761823	2120	1253
1	136	98	23	2.756243	0.856699	2061	1308
1	137	98	23	2.562623	0.978233	2085	1330
1	138	98	23	2.412405	1.093558	2090	1297
1	139	98	23	2.32837	1.133628	2136	1257
1	128	99	23	2.735927	0.7179449	2050	858
1	129	99	23	2.714687	0.7574352	1915	931
1	130	99	23	2.660818	0.7923721	2263	877
1	131	99	23	2.63096	0.7859145	2011	1013
1	132	99	23	2.642349	0.7450997	1985	1151
1	133	99	23	2.703913	0.7188556	2026	1208
1	134	99	23	2.803032	0.743775	2009	1225
1	135	99	23	2.830736	0.812407	2073	1258
1	136	99	23	2.696834	0.9004943	2096	1216
1	137	99	23	2.499827	0.9863464	1969	1282
1	138	99	23	2.381008	1.036599	2054	1245
1	139	99	23	2.325599	1.015488	2024	1220
1	129	100	23	2.64081	0.7370691	1825	839
1	130	100	23	2.626342	0.8162981	2132	853
1	131	100	23	2.665743	0.865723	2062	882
1	132	100	23	2.722383	0.8571957	1993	1038
1	133	100	23	2.773174	0.8306205	2029	1119
1	134	100	23	2.845204	0.8389822	2069	1167
1	135	100	23	2.855054	0.8889867	2046	1224
1	136	100	23	2.707915	0.9480152	2020	1266
1	137	100	23	2.49798	0.9801372	2027	1256
1	130	101	23	2.635885	0.8703592	2082	897
1	131	101	23	2.633422	0.9599367	1925	921
1	132	101	23	2.658971	0.9820414	1965	938
1	133	101	23	2.71715	0.957867	1974	1050
1	134	101	23	2.830429	0.9377493	2013	1114
1	135	101	23	2.906153	0.9416404	2029	1080
1	131	102	23	2.531841	0.9937974	1900	857
1	132	102	23	2.490285	1.04049	1943	896
1	133	102	23	2.570626	1.033867	1914	972
2	144	67	25	2.583247	0.7797054	1871	1640
2	145	67	25	2.413637	0.8876621	1863	1652
2	146	67	25	2.372081	1.026085	1885	1725
2	147	67	25	2.364385	1.116656	1781	1730
2	142	68	25	3.555659	0.9084421	1900	1248
2	143	68	25	3.117011	0.8249909	1963	1287
2	144	68	25	2.748856	0.8064462	1922	1478
2	145	68	25	2.552157	0.8927122	1889	1538
2	146	68	25	2.513371	1.021366	1941	1647
2	147	68	25	2.506907	1.109039	1811	1730
2	148	68	25	2.438878	1.113262	1822	1717
2	149	68	25	2.337297	1.054316	1765	1728
2	141	69	25	3.981993	1.040739	1843	936
2	142	69	25	3.653546	1.002987	1844	1079
2	143	69	25	3.275232	0.9152308	1884	1207
2	144	69	25	2.949556	0.8694485	1921	1434
2	145	69	25	2.767325	0.9189562	1894	1555
2	146	69	25	2.706684	1.027989	1880	1571
2	147	69	25	2.644812	1.118891	1885	1573
2	148	69	25	2.491824	1.143314	1902	1661
2	149	69	25	2.316057	1.107715	1831	1687
2	150	69	25	2.280658	1.054896	1721	1622
2	151	69	25	2.460118	1.024429	1752	1550
2	152	69	25	2.779022	1.022277	1722	1362
2	139	70	25	3.977068	1.03039	1803	1020
2	140	70	25	3.939205	1.047113	1913	1073
2	141	70	25	3.78868	1.087597	1923	1012
2	142	70	25	3.567971	1.077166	1877	1004
2	143	70	25	3.340798	1.00961	1869	1101
2	144	70	25	3.133018	0.9548866	1929	1366
2	145	70	25	2.975721	0.9718583	1916	1488
2	146	70	25	2.856593	1.04968	1880	1581
2	147	70	25	2.701451	1.132634	1861	1578
2	148	70	25	2.476125	1.174608	1882	1611
2	149	70	25	2.271115	1.160037	1865	1642
2	150	70	25	2.237254	1.10995	1831	1666
2	151	70	25	2.440417	1.059118	1803	1618
2	152	70	25	2.795952	1.028486	1749	1452
2	153	70	25	3.15395	1.002573	1733	1187
2	154	70	25	3.433453	0.9620064	1782	1177
2	155	70	25	3.647697	0.9197013	1802	1291
2	138	71	25	3.853015	1.029231	1875	1201
2	139	71	25	3.72927	0.9788954	1861	1043
2	140	71	25	3.600601	1.005057	1850	1050
2	141	71	25	3.455308	1.071702	1866	1013
2	142	71	25	3.326946	1.099022	1945	1060
2	143	71	25	3.23737	1.063257	1904	1015
2	144	71	25	3.164108	1.01615	1885	1260
2	145	71	25	3.073916	1.010686	1896	1534
2	146	71	25	2.932934	1.047776	1893	1595
2	147	71	25	2.710993	1.098608	1787	1590
2	148	71	25	2.451191	1.13487	1857	1624
2	149	71	25	2.258186	1.133462	1807	1640
2	150	71	25	2.234484	1.093144	1850	1686
2	151	71	25	2.416715	1.043802	1787	1606
2	152	71	25	2.74824	1.013584	1784	1467
2	153	71	25	3.103467	0.9878365	1783	1200
2	154	71	25	3.37866	0.9490914	1800	1219
2	155	71	25	3.560276	0.9220194	1836	1277
2	156	71	25	3.666475	0.9444552	1753	1332
2	138	72	25	3.754512	0.9706165	1905	1336
2	139	72	25	3.501482	0.9007427	1892	1267
2	140	72	25	3.26846	0.9272351	1918	1082
2	141	72	25	3.089307	1.013501	1835	1052
2	142	72	25	3.00404	1.068225	1844	1054
2	143	72	25	3.01112	1.058373	1848	1025
2	144	72	25	3.064066	1.026085	1934	1192
2	145	72	25	3.072993	1.014329	1940	1543
2	146	72	25	2.951095	1.01971	1903	1667
2	147	72	25	2.706684	1.027244	1797	1650
2	148	72	25	2.438878	1.035771	1792	1632
2	149	72	25	2.256955	1.030556	1858	1687
2	150	72	25	2.224326	1.000089	1886	1652
2	151	72	25	2.364693	0.9691263	1843	1677
2	152	72	25	2.651584	0.965318	1834	1582
2	153	72	25	2.986802	0.9699542	1816	1405
2	154	72	25	3.243526	0.9587777	1802	1301
2	155	72	25	3.384509	0.9599367	1782	1297
2	156	72	25	3.440225	1.011597	1706	1545
